source,target,company,similarity
douglas scott s,trent tammy m,LEG,0.80167
downes joseph d jr,weil william s,LEG,1
fernandez manuel a,wood phoebe a,LEG,0.857143
flanigan matthew c,iorio russell j,LEG,0.821201
haffner david s,moore john g.,LEG,0.914286
hagale james tyson,ptasinski christina,LEG,1
henderson steven k,mccoy susan r,LEG,0.825581
mccoy susan r,tate jeffrey l.,LEG,0.825581
odom judy c,wood phoebe a,LEG,0.819195
glencore ag,glencore plc,CENX,1
bender anthony j,conrad peter j,EPC,0.956349
bender anthony j,hatfield david p,EPC,0.833929
bender anthony j,sheldon sandra j,EPC,1
conrad peter j,sheldon sandra j,EPC,0.956349
hatfield david p,sheldon sandra j,EPC,0.833929
hibbert paul,little rod r,EPC,0.916667
hibbert paul,o'toole eric f,EPC,0.833333
hibbert paul,sullivan daniel,EPC,0.958333
little rod r,o'toole eric f,EPC,0.833333
little rod r,sullivan daniel,EPC,0.958333
o'toole eric f,sullivan daniel,EPC,0.863636
mills jason fahr,muralidharan anuradha,EXFY,0.895833
mills jason fahr,schaffer ryan,EXFY,0.834545
mills jason fahr,vidal daniel,EXFY,0.96798
muralidharan anuradha,vidal daniel,EXFY,0.870851
abraham spencer,melbye scott,UEC,0.867857
bailey mark w,draper timothy c,BOX,1
bailey mark w,fisher john h n,BOX,1
bailey mark w,jurvetson stephen t,BOX,1
bailey mark w,schuler barry,BOX,1
draper timothy c,fisher john h n,BOX,1
draper timothy c,jurvetson stephen t,BOX,1
draper timothy c,schuler barry,BOX,1
fisher john h n,jurvetson stephen t,BOX,1
fisher john h n,schuler barry,BOX,1
jurvetson stephen t,schuler barry,BOX,1
barris peter j,baskett forest,AVEO,0.924556
barris peter j,florence anthony a. jr.,AVEO,0.924556
barris peter j,makhzoumi mohamad,AVEO,0.924556
barris peter j,makower joshua,AVEO,1
barris peter j,mott david m,AVEO,1
barris peter j,sandell scott d,AVEO,0.924556
barris peter j,sonsini peter w.,AVEO,0.924556
baskett forest,florence anthony a. jr.,AVEO,1
baskett forest,makhzoumi mohamad,AVEO,1
baskett forest,makower joshua,AVEO,0.924556
baskett forest,mott david m,AVEO,0.924556
baskett forest,sandell scott d,AVEO,1
baskett forest,sonsini peter w.,AVEO,1
florence anthony a. jr.,makhzoumi mohamad,AVEO,1
florence anthony a. jr.,makower joshua,AVEO,0.924556
florence anthony a. jr.,mott david m,AVEO,0.924556
florence anthony a. jr.,sandell scott d,AVEO,1
florence anthony a. jr.,sonsini peter w.,AVEO,1
makhzoumi mohamad,makower joshua,AVEO,0.924556
makhzoumi mohamad,mott david m,AVEO,0.924556
makhzoumi mohamad,sandell scott d,AVEO,1
makhzoumi mohamad,sonsini peter w.,AVEO,1
makower joshua,mott david m,AVEO,1
makower joshua,sandell scott d,AVEO,0.924556
makower joshua,sonsini peter w.,AVEO,0.924556
mott david m,sandell scott d,AVEO,0.924556
mott david m,sonsini peter w.,AVEO,0.924556
sandell scott d,sonsini peter w.,AVEO,1
aguirre fernando,alves paget leonard,SYF,0.875
aguirre fernando,coviello arthur w jr,SYF,0.875
aguirre fernando,guthrie roy a,SYF,0.833333
aguirre fernando,naylor jeffrey g,SYF,0.833333
aguirre fernando,parker p.w.,SYF,0.916667
aguirre fernando,richie laurel,SYF,0.852941
aguirre fernando,zane ellen m,SYF,1
alves paget leonard,coviello arthur w jr,SYF,1
alves paget leonard,guthrie roy a,SYF,0.944444
alves paget leonard,naylor jeffrey g,SYF,0.944444
alves paget leonard,parker p.w.,SYF,0.8125
alves paget leonard,richie laurel,SYF,0.970588
alves paget leonard,zane ellen m,SYF,0.875
coviello arthur w jr,guthrie roy a,SYF,0.944444
coviello arthur w jr,naylor jeffrey g,SYF,0.944444
coviello arthur w jr,parker p.w.,SYF,0.8125
coviello arthur w jr,richie laurel,SYF,0.970588
coviello arthur w jr,zane ellen m,SYF,0.875
doubles brian d,keane margaret m,SYF,0.864035
doubles brian d,mothner jonathan s,SYF,0.816
graylin will w,snowe olympia j.,SYF,0.911157
guthrie roy a,naylor jeffrey g,SYF,1
guthrie roy a,richie laurel,SYF,0.915033
guthrie roy a,zane ellen m,SYF,0.833333
juel carol,schaller bart,SYF,0.889062
naylor jeffrey g,richie laurel,SYF,0.915033
naylor jeffrey g,zane ellen m,SYF,0.833333
parker p.w.,zane ellen m,SYF,0.916667
richie laurel,zane ellen m,SYF,0.852941
booth cynthia o,purkrabek knust susan l,FFBC,0.820041
booth cynthia o,rahe maribeth s,FFBC,0.956522
purkrabek knust susan l,rahe maribeth s,FFBC,0.859091
barron bradley c,brown mary rose,NSH,0.890053
barron bradley c,shoaf thomas r,NSH,0.843956
brown mary rose,shoaf thomas r,NSH,0.915385
del alamo jorge a.,perry amy l.,NSH,1
del alamo jorge a.,thompson karen m.,NSH,1
perry amy l.,thompson karen m.,NSH,1
bryant john f.,harbert raymond j,QUMU,1
bryant john f.,lucas kenan,QUMU,0.95
harbert raymond j,lucas kenan,QUMU,0.95
baldini lawrence,calzavara marco g.,VIVO,0.823593
baldini lawrence,lueke melissa,VIVO,0.826483
baldini lawrence,rolih susan,VIVO,0.807121
calzavara marco g.,eberly richard,VIVO,0.874126
calzavara marco g.,elagin vecheslav a,VIVO,0.898
calzavara marco g.,lueke melissa,VIVO,0.824745
calzavara marco g.,rolih susan,VIVO,0.808621
eberly richard,elagin vecheslav a,VIVO,0.82884
kraeutler john a,lueke melissa,VIVO,0.835958
lueke melissa,rolih susan,VIVO,0.858673
elsner frank iii,herring todd l,ACNB,0.833333
elsner frank iii,kelley scott l,ACNB,0.88
elsner frank iii,lott james j,ACNB,0.958333
elsner frank iii,newell donna m,ACNB,0.916667
elsner frank iii,potts daniel w,ACNB,0.958333
elsner frank iii,stock alan j,ACNB,0.918403
elsner frank iii,williams james eugene,ACNB,0.833333
herring todd l,lott james j,ACNB,0.863636
herring todd l,newell donna m,ACNB,0.833333
herring todd l,potts daniel w,ACNB,0.863636
herring todd l,seibel donald arthur jr,ACNB,0.842105
herring todd l,stock alan j,ACNB,0.820455
kelley scott l,lott james j,ACNB,0.918403
kelley scott l,newell donna m,ACNB,0.88
kelley scott l,potts daniel w,ACNB,0.918403
kelley scott l,stock alan j,ACNB,0.881667
lott james j,newell donna m,ACNB,0.958333
lott james j,potts daniel w,ACNB,1
lott james j,schultz marian b,ACNB,0.808081
lott james j,stock alan j,ACNB,0.956522
lott james j,williams james eugene,ACNB,0.863636
newell donna m,potts daniel w,ACNB,0.958333
newell donna m,stock alan j,ACNB,0.918403
newell donna m,williams james eugene,ACNB,0.833333
potts daniel w,schultz marian b,ACNB,0.808081
potts daniel w,stock alan j,ACNB,0.956522
potts daniel w,williams james eugene,ACNB,0.863636
schultz marian b,williams james eugene,ACNB,0.944444
stock alan j,williams james eugene,ACNB,0.820455
chintamaneni ramakrishna prasad,gomatam sumithra,CTSH,0.855292
dsouza  francisco,ramakrishnan chandrasekaran,CTSH,0.814408
lennox james patrick,shaheen allen,CTSH,0.894985
lennox james patrick,thomas santosh,CTSH,0.834988
mehta rajeev,ramakrishnan chandrasekaran,CTSH,0.900285
eames edward julian,reinland andrew,FFIV,0.875802
fountain thomas dean,sprague kara lynn,FFIV,0.879976
fountain thomas dean,whalen chad michael,FFIV,0.836001
pelzer francis j.,sprague kara lynn,FFIV,0.851648
brown john b,ramsey brian,DGAS,1
brown john b,wesolosky matthew d,DGAS,1
gray sandra c,holmes edward j.,DGAS,1
ramsey brian,wesolosky matthew d,DGAS,1
buchanan jeffrey d,chan nelson c,SYNA,0.816358
buchanan jeffrey d,geeslin keith,SYNA,0.816358
chan nelson c,geeslin keith,SYNA,1
millstone david j.,winter david s.,GRA,1
ambroseo john,sechrist paul f,COHR,0.835512
dimarco bret,sobey mark stewart,COHR,0.87454
knook pieter cornelis,michel robert j,BKYI,0.825
dean shannon c,kuta robert j,CWT,0.829762
dean shannon c,luu michael b,CWT,0.83871
dean shannon c,mortensen michelle r,CWT,0.956522
dean shannon c,ouyang elissa y,CWT,0.84898
dean shannon c,webb ronald d,CWT,0.888889
ferraro francis s,rossi michael j,CWT,1
healey david b,kropelnicki martin a,CWT,0.840136
healey david b,luu michael b,CWT,0.840502
healey david b,mcghee lynne p,CWT,0.903571
healey david b,smegal thomas f iii,CWT,0.902778
healey david b,townsley paul g.,CWT,0.861111
kropelnicki martin a,luu michael b,CWT,0.849023
kropelnicki martin a,mcghee lynne p,CWT,0.84898
kropelnicki martin a,smegal thomas f iii,CWT,0.845238
kropelnicki martin a,townsley paul g.,CWT,0.809524
kropelnicki martin a,webb ronald d,CWT,0.812736
kuta robert j,mortensen michelle r,CWT,0.834627
luu michael b,mcghee lynne p,CWT,0.852688
luu michael b,smegal thomas f iii,CWT,0.867631
luu michael b,townsley paul g.,CWT,0.904201
luu michael b,treloar timothy d,CWT,0.822581
luu michael b,webb ronald d,CWT,0.905786
mcghee lynne p,smegal thomas f iii,CWT,0.983333
mcghee lynne p,townsley paul g.,CWT,0.933333
mcghee lynne p,treloar timothy d,CWT,0.833333
mortensen michelle r,ouyang elissa y,CWT,0.818219
mortensen michelle r,webb ronald d,CWT,0.845411
smegal thomas f iii,townsley paul g.,CWT,0.948276
smegal thomas f iii,treloar timothy d,CWT,0.844828
smegal thomas f iii,webb ronald d,CWT,0.807152
townsley paul g.,treloar timothy d,CWT,0.865659
townsley paul g.,webb ronald d,CWT,0.852055
lipman matthew e.,toporek michael,SLNH,0.88511
aubee vithya,sullivan jeffrey alan,CCSI,1
graves andrew e,jones wilson r,THO,0.875
julian kenneth d,martin robert w,THO,0.898027
julian kenneth d,woelfer w. todd,THO,0.89452
julian kenneth d,zuhl colleen a,THO,0.89452
kosowsky j allen,suwinski jan,THO,0.842105
kosowsky j allen,ziemer  james l,THO,0.842105
martin robert w,woelfer w. todd,THO,0.91912
martin robert w,zuhl colleen a,THO,0.91912
woelfer w. todd,zuhl colleen a,THO,0.974359
bakish robert m,lea dede,"VIACA,VIAC",0.809311
dalimonte christa a,gill charest katherine,"VIACA,VIAC",0.84632
dalimonte christa a,lea dede,"VIACA,VIAC",0.965608
dalimonte christa a,phelps julia,"VIACA,VIAC",1
gill charest katherine,lea dede,"VIACA,VIAC",0.822981
gill charest katherine,phelps julia,"VIACA,VIAC",0.84632
lea dede,phelps julia,"VIACA,VIAC",0.965608
hassenfeld alan g,robertson sanford,CRM,1
hassenfeld alan g,washington robin l,CRM,0.909091
robertson sanford,washington robin l,CRM,0.909091
washington robin l,webb maynard g jr,CRM,0.846154
bickerstaff george,snyderman ralph,CDNA,0.820455
ellson ryan,evans jim,GTE,0.970588
ellson ryan,guidry gary,GTE,0.849902
ellson ryan,trimble rodger derrick,GTE,0.80179
evans jim,guidry gary,GTE,0.872936
evans jim,trimble rodger derrick,GTE,0.822011
guidry gary,trimble rodger derrick,GTE,0.868302
carter william harrison,tyson charles e,AAP,0.893939
ferraro john francis,lee eugene i jr,AAP,0.928571
jackson darren r,livesay jill a,AAP,0.828431
jackson darren r,norona michael a,AAP,0.828431
jackson darren r,wade jimmie l,AAP,0.828431
jones jeffrey j ii,mccollam sharon,AAP,0.833333
livesay jill a,norona michael a,AAP,1
livesay jill a,tyson charles e,AAP,0.868421
livesay jill a,wade jimmie l,AAP,1
norona michael a,tyson charles e,AAP,0.868421
norona michael a,wade jimmie l,AAP,1
tyson charles e,wade jimmie l,AAP,0.868421
biblowit myra j,buckman james e,WH,1
biblowit myra j,richards pauline,WH,1
buckman james e,richards pauline,WH,1
barra ornella,mahajan manmohan,WBA,0.862393
gates richard p.,heckman todd,WBA,0.947059
gourlay alexander w.,pagni marco patrick anthony,WBA,0.924242
baldwin robert,d'arrigo daniel,MGM,0.895554
baldwin robert,james phyllis,MGM,0.88848
baldwin robert,murren james,MGM,0.849099
baldwin robert,selwood robert,MGM,0.822038
d'arrigo daniel,james phyllis,MGM,0.866337
d'arrigo daniel,murren james,MGM,0.819838
hornbuckle william,mcmanus john,MGM,0.917552
hornbuckle william,sanders corey ian,MGM,0.936052
james phyllis,murren james,MGM,0.821156
mcmanus john,sanders corey ian,MGM,0.930005
murren james,selwood robert,MGM,0.964286
chidsey john,maupin john e jr d d s,HLS,1
chidsey john,shaw l edward jr,HLS,1
maupin john e jr d d s,shaw l edward jr,HLS,1
pinkham louis v.,rehard robert,RRX,0.944853
johnson james lynn,mullen james a,WERN,0.83183
johnson james lynn,schelble jim s,WERN,0.836477
johnson james lynn,steele john j,WERN,1
mullen james a,steele john j,WERN,0.83183
schelble jim s,steele john j,WERN,0.836477
knapper peter william,kubera thomas robert,SIF,0.910714
jews william l,koch monte jm,CHH,0.9025
jews william l,shames ervin r,CHH,1
jews william l,tague john p,CHH,0.876812
koch monte jm,shames ervin r,CHH,0.9025
shames ervin r,tague john p,CHH,0.876812
crockett todd,mironov jason,ZI,1
beck barbara,ettinger jeffrey m,ECL,0.820455
beck barbara,higgins arthur j,ECL,0.801515
beck barbara,larson michael,ECL,0.869565
beck barbara,mckibben tracy b,ECL,0.820041
beck barbara,reich victoria,ECL,0.801515
beck barbara,vautrinot suzanne m,ECL,0.801515
beck barbara,zillmer john j,ECL,0.869565
ettinger jeffrey m,larson michael,ECL,0.863636
ettinger jeffrey m,mckibben tracy b,ECL,0.9
ettinger jeffrey m,zillmer john j,ECL,0.863636
higgins arthur j,larson michael,ECL,0.918403
higgins arthur j,mckibben tracy b,ECL,0.876812
higgins arthur j,reich victoria,ECL,0.846154
higgins arthur j,vautrinot suzanne m,ECL,0.846154
higgins arthur j,zillmer john j,ECL,0.918403
larson michael,mckibben tracy b,ECL,0.954545
larson michael,reich victoria,ECL,0.918403
larson michael,vautrinot suzanne m,ECL,0.918403
larson michael,zillmer john j,ECL,1
mckibben tracy b,reich victoria,ECL,0.876812
mckibben tracy b,vautrinot suzanne m,ECL,0.876812
mckibben tracy b,zillmer john j,ECL,0.954545
reich victoria,vautrinot suzanne m,ECL,0.846154
reich victoria,zillmer john j,ECL,0.918403
vautrinot suzanne m,zillmer john j,ECL,0.918403
blackley richard scott,quane alessandrea c.,OSCR,0.928571
barkauskas steven a,buskill jamie l,BWP,1
barkauskas steven a,horton stanley c,BWP,1
barkauskas steven a,mcmahon michael e,BWP,1
buskill jamie l,horton stanley c,BWP,1
buskill jamie l,mcmahon michael e,BWP,1
horton stanley c,mcmahon michael e,BWP,1
bowman beth a.,harper c gregory,SRLP,1
glendinning stewart,spradley jay scott,TSN,0.85119
glendinning stewart,tu amy,TSN,0.882883
grimes sally,oleksiuk mary,TSN,0.802632
nichol jason,thomas phillip w,TSN,0.821558
harty linda s,lobo kevin,PH,0.916667
harty linda s,verrier james,PH,0.826446
harty linda s,wainscott james l,PH,0.956522
lobo kevin,verrier james,PH,0.826446
lobo kevin,wainscott james l,PH,0.956522
verrier james,wainscott james l,PH,0.865801
csiszar ernst n,dwyer robert j,MTZ,0.879633
csiszar ernst n,palomarez javier alberto,MTZ,0.883481
paperiello vincent c,yeager phillip d,HUBG,0.904762
freeman george c iii,newsome kenneth,TG,1
freeman george c iii,pratt gregory a,TG,1
freeman george c iii,snead thomas g jr,TG,1
freeman george c iii,tack carl e. iii,TG,1
newsome kenneth,pratt gregory a,TG,1
newsome kenneth,snead thomas g jr,TG,1
newsome kenneth,tack carl e. iii,TG,1
pratt gregory a,snead thomas g jr,TG,1
pratt gregory a,tack carl e. iii,TG,1
snead thomas g jr,tack carl e. iii,TG,1
bloomfield douglas c,veillette robert e,NDSN,0.834615
george arthur l jr,richey victor l jr,NDSN,0.802778
jaehnert frank m,merriman michael j,NDSN,0.876812
jaehnert frank m,richey victor l jr,NDSN,0.916667
keane john j,merk gregory p,NDSN,0.856101
keane john j,thaxton gregory a,NDSN,0.863352
merk gregory p,thaxton gregory a,NDSN,0.836773
merriman michael j,richey victor l jr,NDSN,0.952381
thaxton gregory a,veillette robert e,NDSN,0.819615
cromie sean,khoury amin j,BEAV,0.909091
cromie sean,lieberherr werner,BEAV,0.955357
cromie sean,patch ryan m,BEAV,0.861201
khoury amin j,lieberherr werner,BEAV,0.955357
khoury amin j,patch ryan m,BEAV,0.896364
lieberherr werner,patch ryan m,BEAV,0.863636
baqar hassan,hickey william august jr,KFS,0.984375
baqar hassan,swets larry g jr,KFS,0.867097
hickey william august jr,swets larry g jr,KFS,0.855
chabot christian,stolte chris,DATA,0.822237
altschuler steven,amouyal philippe,WTW,1
altschuler steven,debbane raymond,WTW,1
altschuler steven,elkins cynthia,WTW,0.944444
altschuler steven,fajgenbaum jonas,WTW,1
altschuler steven,sobecki christopher j,WTW,1
amouyal philippe,debbane raymond,WTW,1
amouyal philippe,elkins cynthia,WTW,0.944444
amouyal philippe,fajgenbaum jonas,WTW,1
amouyal philippe,sobecki christopher j,WTW,1
debbane raymond,elkins cynthia,WTW,0.944444
debbane raymond,fajgenbaum jonas,WTW,1
debbane raymond,sobecki christopher j,WTW,1
elkins cynthia,fajgenbaum jonas,WTW,0.944444
elkins cynthia,sobecki christopher j,WTW,0.944444
fajgenbaum jonas,sobecki christopher j,WTW,1
hotchkin nicholas p,pollier-bousquet corinne,WTW,0.956349
dahl james h,dahl william l.,POPE,0.892857
biery james r.,fillippo thomas a,DNBF,1
biery james r.,griesser gerard f,DNBF,0.807292
biery james r.,joyner mildred c,DNBF,0.95614
fillippo thomas a,griesser gerard f,DNBF,0.807292
fillippo thomas a,joyner mildred c,DNBF,0.95614
griesser gerard f,joyner mildred c,DNBF,0.860119
anderson scott lloyd,crothall katherine d,MITQ,0.802222
dahl james h,lancaster rainey e.,AXR,1
bartel danny j,biddlecombe sean,GRMN,0.890922
bartel danny j,boessen douglas g.,GRMN,0.821429
bartel danny j,desbois patrick,GRMN,0.882462
bartel danny j,etkind andrew r,GRMN,0.887335
bartel danny j,straub philip,GRMN,0.848653
biddlecombe sean,boessen douglas g.,GRMN,0.835544
biddlecombe sean,desbois patrick,GRMN,0.892969
biddlecombe sean,etkind andrew r,GRMN,0.858142
biddlecombe sean,straub philip,GRMN,0.860146
boessen douglas g.,desbois patrick,GRMN,0.894299
boessen douglas g.,etkind andrew r,GRMN,0.804681
desbois patrick,etkind andrew r,GRMN,0.848673
desbois patrick,straub philip,GRMN,0.850816
etkind andrew r,straub philip,GRMN,0.821694
brannan andrew,hughes allan,CRUS,0.886768
barrett j tutt,ham william f jr,AUBN,0.916667
barrett j tutt,o'donnell shannon,AUBN,0.871212
ham william f jr,o'donnell shannon,AUBN,0.954545
housel david e,o'donnell shannon,AUBN,0.823529
burke william w,hrinak donna j,ATGE,0.885417
burke william w,kiser georgette d.,ATGE,0.804435
hrinak donna j,kiser georgette d.,ATGE,0.900206
hrinak donna j,phelan kenneth j,ATGE,0.84632
kiser georgette d.,phelan kenneth j,ATGE,0.825604
logan lyle,white james d,ATGE,0.864912
salazar lisa m,shellberg jeffrey d.,BWB,0.836442
marrero manuel,tashjian larry d,GFN,0.826389
nordstrom erik b,nordstrom peter e,JWN,0.885611
hahn mark w,zaccardelli david,VRNA,0.958333
amidon derek g,teufele bernard,TTEK,0.95026
brownlie william r,burdick steven m,TTEK,0.84841
brownlie william r,carter brian n,TTEK,0.814541
brownlie william r,christensen craig l,TTEK,0.915073
brownlie william r,lemmon richard a,TTEK,0.964314
brownlie william r,salin janis b,TTEK,0.801902
brownlie william r,shoemaker leslie l,TTEK,0.839042
burdick steven m,carter brian n,TTEK,0.874459
burdick steven m,lemmon richard a,TTEK,0.83067
burdick steven m,shoemaker leslie l,TTEK,0.909397
carter brian n,shoemaker leslie l,TTEK,0.906265
christensen craig l,lemmon richard a,TTEK,0.885996
grant hugh m,smith albert e,TTEK,0.943824
grant hugh m,truly richard h,TTEK,0.823554
haden patrick c,smith albert e,TTEK,0.812004
lemmon richard a,shoemaker leslie l,TTEK,0.840757
lewis j christopher,smith albert e,TTEK,0.836945
lewis j christopher,thompson j kenneth,TTEK,0.835526
rynning mark a,teufele bernard,TTEK,0.825397
smith albert e,thompson j kenneth,TTEK,0.807018
smith albert e,truly richard h,TTEK,0.869822
