source,target,company,similarity
steward david l,thompson tommy g,CNC,0.941176
austin nancy e,montalbano joseph f,MTRX,0.869048
carnes martha z.,chandler john d,MTRX,0.944444
cavanah kevin s,montalbano joseph f,MTRX,0.814286
miller james harry,mogg jim w,MTRX,0.835227
montalbano joseph f,ryan james p,MTRX,0.800505
sands richard,sands robert,STZ,0.941289
allen william b jr,demetriou steven j.,JEC,0.82702
allen william b jr,pragada robert v,JEC,0.933355
berryman kevin c,demetriou steven j.,JEC,0.975427
berryman kevin c,hagen terence d,JEC,0.815799
berryman kevin c,pragada robert v,JEC,0.835896
berryman kevin c,tyler michael r,JEC,0.95011
demetriou steven j.,hagen terence d,JEC,0.80013
demetriou steven j.,pragada robert v,JEC,0.877976
demetriou steven j.,tyler michael r,JEC,0.975962
hagen terence d,tyler michael r,JEC,0.817012
pragada robert v,tyler michael r,JEC,0.843137
clary rebecca,ponder l barbee iv,GSAT,0.845393
dale eric j,porto carl m,BWFG,0.956522
elworthy brian r,gomez elena,TOST,0.854839
fredette stephen,gomez elena,TOST,0.807639
adams raymond john iii,momper sara marie,HP,0.847098
bell john r.,hair cara m.,HP,0.922496
hair cara m.,lennox michael,HP,0.85954
hair cara m.,lindsay john w,HP,0.814602
momper sara marie,smith mark w.,HP,0.841293
barton christopher james,coleman victor j,HPP,0.825
barton christopher james,lammas mark t,HPP,0.889062
barton christopher james,shimoda sanford dale,HPP,0.827451
lammas mark t,shimoda sanford dale,HPP,0.85049
asali omar,maura david m,HRG,0.809524
hummer john,kertzman mitchell,MULE,0.946524
hummer john,winblad ann l,MULE,0.940741
kertzman mitchell,winblad ann l,MULE,0.897727
barker robert t,ferchau mark e,GDP,0.841775
barker robert t,killelea michael j,GDP,0.818643
barker robert t,turnham robert c jr,GDP,0.824272
ferchau mark e,killelea michael j,GDP,0.823914
ferchau mark e,turnham robert c jr,GDP,0.855575
goodrich walter g,turnham robert c jr,GDP,0.889917
killelea michael j,turnham robert c jr,GDP,0.800393
gurrola sandra m,wolff allen,NTN,0.845029
bryan david,gay philip,MPAA,0.814286
bryan david,whittaker barbara l,MPAA,0.8
ferguson joseph edwin,gay philip,MPAA,0.835866
ferguson joseph edwin,mirvis jeffrey p,MPAA,0.833333
ferguson joseph edwin,whittaker barbara l,MPAA,0.826446
gay philip,mirvis jeffrey p,MPAA,0.958333
gay philip,whittaker barbara l,MPAA,0.875
mirvis jeffrey p,whittaker barbara l,MPAA,0.909091
dodrill amy m.,ladone mary kay,HRC,0.882353
dodrill amy m.,rasin deborah,HRC,0.828747
groetelaars john p,rasin deborah,HRC,0.809626
groetelaars john p,wagner richard m,HRC,0.84632
johnson paul sherwood,rasin deborah,HRC,0.817919
bobinski catherine a,bush samuel d,SGA,0.935166
bobinski catherine a,forgy christopher,SGA,0.805487
bobinski catherine a,lobaito marcia,SGA,0.878444
brown clarke roger jr,clarke timothy j.,SGA,1
brown clarke roger jr,coppedge roy f iii,SGA,1
brown clarke roger jr,stevens gary g,SGA,0.95
bush samuel d,lobaito marcia,SGA,0.941875
clarke timothy j.,coppedge roy f iii,SGA,1
clarke timothy j.,stevens gary g,SGA,0.95
coppedge roy f iii,stevens gary g,SGA,0.95
coleman charles p iii,shleifer scott l,STRY,1
diker charles m,fribourg paul j,L,0.86431
diker charles m,harris walter l,L,0.913043
diker charles m,laskawy philip a,L,0.832952
fribourg paul j,harris walter l,L,0.953283
denham robert e,toben doreen a,NYT,0.836601
mcandrews brian p,toben doreen a,NYT,0.844444
mcandrews brian p,van dyck rebecca,NYT,1
toben doreen a,van dyck rebecca,NYT,0.844444
bonstein sara,o'connor daniel,ADXS,0.818324
bonstein sara,petit robert,ADXS,0.945335
o'connor daniel,petit robert,ADXS,0.829319
gleeson michael,massarany hany,GNMK,0.82483
holmes douglas q.,rickert jeanne m,PENC,0.9
holmes douglas q.,rickert scott e.,PENC,0.9
holmes douglas q.,westerman howard g jr,PENC,0.9
rickert jeanne m,rickert scott e.,PENC,1
rickert jeanne m,westerman howard g jr,PENC,0.9
rickert scott e.,westerman howard g jr,PENC,0.9
kamin peter h,lewis william austin iv,MAMS,0.901316
kamin peter h,mamanteo dwight,MAMS,0.90625
kamin peter h,wasserman frederick gerald,MAMS,0.955882
lewis william austin iv,mamanteo dwight,MAMS,0.883929
lewis william austin iv,wasserman frederick gerald,MAMS,0.925
mamanteo dwight,wasserman frederick gerald,MAMS,0.950658
belknap keith l jr,hart evan,MWA,0.835714
belknap keith l jr,mchugh kevin,MWA,0.83481
cofield william,hall j scott,MWA,0.819048
cofield william,heinrichs steven s,MWA,0.819048
cofield william,mize chad d.,MWA,0.90627
floyd scott p.,heinrichs steven s,MWA,0.8199
hall j scott,heinrichs steven s,MWA,0.818182
hall j scott,mize chad d.,MWA,0.8426
semler dakota,sordoni giordano,XOS,1
brown daniel e,champion christopher o,APC,0.833333
gwin robert g,reeves robert k,APC,0.956803
gwin robert g,walker r a,APC,0.964286
reeves robert k,walker r a,APC,0.933333
buck robert r,cooper ross d,BECN,1
harrison christopher anthony,swank c eric,BECN,0.937594
eck robert j.,hagemann robert,R,0.956522
eck robert j.,hilton michael f,R,0.956522
eck robert j.,lundgren tamara l.,R,0.956522
eck robert j.,nieto luis p jr,R,0.956522
eck robert j.,smith abbie j,R,0.956522
eck robert j.,smith e follin,R,0.918403
eck robert j.,tookes hansel e ii,R,0.865801
hagemann robert,hilton michael f,R,1
hagemann robert,lundgren tamara l.,R,1
hagemann robert,nieto luis p jr,R,1
hagemann robert,smith abbie j,R,1
hagemann robert,smith e follin,R,0.958333
hagemann robert,tookes hansel e ii,R,0.909091
hilton michael f,lundgren tamara l.,R,1
hilton michael f,nieto luis p jr,R,1
hilton michael f,smith abbie j,R,1
hilton michael f,smith e follin,R,0.958333
hilton michael f,tookes hansel e ii,R,0.909091
lundgren tamara l.,nieto luis p jr,R,1
lundgren tamara l.,smith abbie j,R,1
lundgren tamara l.,smith e follin,R,0.958333
lundgren tamara l.,tookes hansel e ii,R,0.909091
nieto luis p jr,smith abbie j,R,1
nieto luis p jr,smith e follin,R,0.958333
nieto luis p jr,tookes hansel e ii,R,0.909091
smith abbie j,smith e follin,R,0.958333
smith abbie j,tookes hansel e ii,R,0.909091
smith e follin,tookes hansel e ii,R,0.875
ahlholm frederick w,luthringer remy,NERV,0.9
ahlholm frederick w,race geoff,NERV,0.9
ahlholm frederick w,reilly joseph h.,NERV,0.8
luthringer remy,race geoff,NERV,1
luthringer remy,reilly joseph h.,NERV,0.9
race geoff,reilly joseph h.,NERV,0.9
jeffery liberman a,meyer karl alonso,NYSE:EVC,0.828042
jeffery liberman a,saldivar von wuthenau juan,NYSE:EVC,0.801944
jeffery liberman a,ulloa walter f,NYSE:EVC,0.962222
meyer karl alonso,ulloa walter f,NYSE:EVC,0.85
saldivar von wuthenau juan,ulloa walter f,NYSE:EVC,0.833333
koski beverly,koski christine l,SNHY,1
koski beverly,koski robert c,SNHY,1
koski beverly,koski thomas l,SNHY,1
koski christine l,koski robert c,SNHY,1
koski christine l,koski thomas l,SNHY,1
koski robert c,koski thomas l,SNHY,1
bottie mary c,levine thomas m,FLXS,0.857143
dame william timothy,taylor brett j.,BAS,0.819286
lannen eric,rogers doug,BAS,0.830111
mule edward a,o'shea robert j,BAS,1
bakal riva,pickus edward,SEAT,1
browning jay d.,ciskowski michael s,VLO,0.808333
beskrovnaya oxana,scalzo richard william,DYN,0.87594
radoff bradley louis,singer eric,SPRT,1
gerzina joseph a,jackson brian e,FMNB,0.871429
gerzina joseph a,nicastro mark a,FMNB,0.871429
jackson brian e,macali ralph d,FMNB,0.813846
jackson brian e,nicastro mark a,FMNB,1
jackson brian e,paull david z,FMNB,0.857143
jackson brian e,shaffer timothy f,FMNB,0.916667
jackson brian e,strollo gregg,FMNB,0.8125
macali ralph d,nicastro mark a,FMNB,0.813846
moore terry a,sabat joseph w,FMNB,0.956522
moore terry a,strollo gregg,FMNB,0.825893
moore terry a,wallace amber b,FMNB,1
nicastro mark a,paull david z,FMNB,0.857143
nicastro mark a,shaffer timothy f,FMNB,0.916667
nicastro mark a,strollo gregg,FMNB,0.8125
paull david z,shaffer timothy f,FMNB,0.928571
paull david z,strollo gregg,FMNB,0.803571
sabat joseph w,wallace amber b,FMNB,0.956522
shaffer timothy f,strollo gregg,FMNB,0.875
strollo gregg,wallace amber b,FMNB,0.825893
everist thomas s,fagg karen b,MDU,1
everist thomas s,johnson dennis w,MDU,0.909091
everist thomas s,moss patricia l,MDU,0.947368
fagg karen b,johnson dennis w,MDU,0.909091
fagg karen b,moss patricia l,MDU,0.947368
johnson dennis w,moss patricia l,MDU,0.865801
burroughs seth,d loren robert w,XELB,0.863636
daberko david a.,wilson c. richard,MPLX,1
helms christopher a,peiffer garry l.,MPLX,1
helms christopher a,sandman dan d,MPLX,0.882775
helms christopher a,stice j michael,MPLX,0.818182
helms christopher a,surma john p,MPLX,1
peiffer garry l.,sandman dan d,MPLX,0.882775
peiffer garry l.,stice j michael,MPLX,0.818182
peiffer garry l.,surma john p,MPLX,1
sandman dan d,surma john p,MPLX,0.882775
stice j michael,surma john p,MPLX,0.818182
beyer robert d,o kane michael t,JEF,0.836601
friedman brian p,handler richard b,JEF,0.837681
nonko eugene,yi steven,MAX,0.958333
comerford mark,spalding gregory m,HAYN,1
comerford mark,young jeffrey lee,HAYN,0.947059
getz robert,hickton dawne s,HAYN,0.825528
gunst janice,maudlin daniel w,HAYN,0.800223
gunst janice,neel jean c,HAYN,0.929371
losch marlin c iii,maudlin daniel w,HAYN,0.928644
losch marlin c iii,pinkham scott r,HAYN,0.961035
losch marlin c iii,van bibber david sean,HAYN,0.820015
maudlin daniel w,pinkham scott r,HAYN,0.941189
maudlin daniel w,shor michael l,HAYN,0.815247
maudlin daniel w,van bibber david sean,HAYN,0.881815
pinkham scott r,van bibber david sean,HAYN,0.830678
shor michael l,strobel david l,HAYN,0.867246
shor michael l,tipton gregory w.,HAYN,0.820437
shor michael l,van bibber david sean,HAYN,0.812337
spalding gregory m,young jeffrey lee,HAYN,0.947059
strobel david l,tipton gregory w.,HAYN,0.937566
bickel paul j iii,schutte john,SYBT,0.958333
brown j mccauley,priebe stephen m,SYBT,0.857143
edinger charles r iii,northern richard,SYBT,1
edinger charles r iii,tasman norman,SYBT,0.863636
herde carl g,tasman norman,SYBT,0.808948
northern richard,tasman norman,SYBT,0.863636
priebe stephen m,schutte john,SYBT,0.814286
priebe stephen m,tasman norman,SYBT,0.814286
noreck robert,plotkin david,BCOV,0.896364
dipaolo edward john,dozier william,EPM,1
dipaolo edward john,herlin robert s,EPM,0.869565
dozier william,herlin robert s,EPM,0.869565
collins augustus l,donald kirkland h,HII,0.863636
donald kirkland h,harker victoria d,HII,0.863636
donald kirkland h,kelly anastasi d,HII,0.863636
donald kirkland h,mckibben tracy b,HII,0.875
donald kirkland h,schievelbein thomas c,HII,0.863636
donald kirkland h,welch john k,HII,0.9
harker victoria d,kelly anastasi d,HII,1
harker victoria d,schievelbein thomas c,HII,1
harker victoria d,welch john k,HII,0.954545
kelly anastasi d,schievelbein thomas c,HII,1
kelly anastasi d,welch john k,HII,0.954545
mckibben tracy b,o'sullivan stephanie l.,HII,0.833333
mckibben tracy b,welch john k,HII,0.8
schievelbein thomas c,welch john k,HII,0.954545
welch john k,wilson stephen r,HII,0.800735
bilenker joshua h.,burstein jennifer,LOXO,0.842356
bilenker joshua h.,van naarden jacob,LOXO,0.97961
burstein jennifer,van naarden jacob,LOXO,0.875
choi hong k,sneider richard,KOPN,0.965021
choi hong k,tsaur bor yeu,KOPN,0.839929
sneider richard,tsaur bor yeu,KOPN,0.804714
coraine richard d,haida toni,SHAK,1
garutti maria l,garutti randall j,SHAK,0.897143
mcquinn michael c,meyer audrey h,SHAK,1
hochschild roger c,offereins diane e,DFS,0.918403
minetti carlos,nelms david w,DFS,0.9
minetti carlos,offereins diane e,DFS,0.866667
dillow jason,kripalani avinash,NEXT,1
fleming stacie nicole,miller patrick e.,CVGI,1
fleming stacie nicole,trenary timothy,CVGI,0.876984
miller patrick e.,trenary timothy,CVGI,0.876984
beckett thomas,quaglio kenneth l,SHEN,0.872368
fitzsimmons tracy,koontz richard l jr,SHEN,0.98081
fitzsimmons tracy,quaglio kenneth l,SHEN,0.80303
butler ronald david ii,dueser f scott,FFIN,0.818452
butler ronald david ii,thaxton kirk w,FFIN,0.802083
bissell john,lee joshua c.,ORGN,0.872671
corum edward jr,sanguinetti kevin,FMCB,0.875
corum edward jr,suess calvin j,FMCB,0.878906
corum edward jr,zitterow david,FMCB,0.826389
misasi j. ryan,zitterow david,FMCB,0.844444
sanguinetti kevin,suess calvin j,FMCB,0.878906
sanguinetti kevin,zitterow david,FMCB,0.826389
suess calvin j,zitterow david,FMCB,0.836601
gong xunkai,jiang tianyi,AVPT,0.840909
barrett m james,barris peter j,WIFI,1
barrett m james,sandell scott d,WIFI,1
barris peter j,sandell scott d,WIFI,1
callahan dawn,peterson derek,WIFI,0.810808
allen patrick e,buse tatum j.,COL,0.847606
allen patrick e,jasper philip j,COL,0.913082
allen patrick e,king bruce michael,COL,0.87841
allen patrick e,mahoney colin r,COL,0.885337
allen patrick e,mattai nan,COL,0.913082
allen patrick e,ortberg robert kelly,COL,0.857143
allen patrick e,standerski jeffrey a.,COL,0.87841
allen patrick e,statler kent l,COL,0.854646
allen patrick e,sturgell robert a,COL,0.850108
buse tatum j.,jasper philip j,COL,0.933355
buse tatum j.,king bruce michael,COL,0.898707
buse tatum j.,mattai nan,COL,0.933355
buse tatum j.,ortberg robert kelly,COL,0.847606
buse tatum j.,standerski jeffrey a.,COL,0.967672
buse tatum j.,statler kent l,COL,0.857143
buse tatum j.,sturgell robert a,COL,0.874074
jasper philip j,king bruce michael,COL,0.96798
jasper philip j,mahoney colin r,COL,0.857143
jasper philip j,mattai nan,COL,1
jasper philip j,ortberg robert kelly,COL,0.913082
jasper philip j,standerski jeffrey a.,COL,0.96798
jasper philip j,statler kent l,COL,0.928686
jasper philip j,sturgell robert a,COL,0.937566
king bruce michael,mahoney colin r,COL,0.829639
king bruce michael,mattai nan,COL,0.96798
king bruce michael,ortberg robert kelly,COL,0.87841
king bruce michael,standerski jeffrey a.,COL,0.933333
king bruce michael,statler kent l,COL,0.901786
king bruce michael,sturgell robert a,COL,0.969534
maclauchlan jeffrey d,perna robert j,COL,0.916883
mahoney colin r,mattai nan,COL,0.857143
mahoney colin r,standerski jeffrey a.,COL,0.829639
mahoney colin r,statler kent l,COL,0.928686
mahoney colin r,stenske douglas e,COL,0.816342
mahoney colin r,sturgell robert a,COL,0.803604
mattai nan,ortberg robert kelly,COL,0.913082
mattai nan,standerski jeffrey a.,COL,0.96798
mattai nan,statler kent l,COL,0.928686
mattai nan,sturgell robert a,COL,0.937566
ortberg robert kelly,standerski jeffrey a.,COL,0.87841
ortberg robert kelly,statler kent l,COL,0.854646
ortberg robert kelly,sturgell robert a,COL,0.850108
standerski jeffrey a.,statler kent l,COL,0.901786
standerski jeffrey a.,sturgell robert a,COL,0.905018
statler kent l,stenske douglas e,COL,0.817384
statler kent l,sturgell robert a,COL,0.875283
bursky andrew m,fazio timothy j,HZN,1
ocampo john l,ocampo susan,MTSI,0.927273
black philip douglas,callaghan jon,FIT,0.812898
mattoon dawn,roskey mark t.,QTRX,0.820041
elsztain daniel ricardo,landry donald j,CDOR,0.944444
acton elizabeth s,provencio norma ann,BZH,0.859091
goldberg david i,sun pei,BZH,0.974662
orser peter m,provencio norma ann,BZH,0.909091
orser peter m,shepherd danny r,BZH,0.95
provencio norma ann,shepherd danny r,BZH,0.859091
greenberg m susan,greenberg robert,SKX,1
geygan james,geygan jeffrey richart,RMCF,0.831815
geygan james,geygan kathleen,RMCF,1
geygan james,wilke stacy,RMCF,1
geygan jeffrey richart,geygan kathleen,RMCF,0.831815
geygan jeffrey richart,wilke stacy,RMCF,0.831815
geygan kathleen,wilke stacy,RMCF,1
harris brian g,kaplan seth l.,GFF,0.907483
emancipation capital,frumberg charles,IDSY,0.969697
soni kanika,teunissen ernst 02494,TRIP,0.847368
baker john h iii,banks fred l jr,SAFM,0.907328
baker john h iii,bierbusse john,SAFM,0.885417
baker john h iii,cooley toni d,SAFM,0.907328
baker john h iii,hogan beverly w,SAFM,0.907328
baker john h iii,khayat robert c,SAFM,0.882857
baker john h iii,livingston phil k,SAFM,0.862007
baker john h iii,pittman jones gail,SAFM,0.835227
banks fred l jr,bierbusse john,SAFM,0.97138
banks fred l jr,cooley toni d,SAFM,1
banks fred l jr,hogan beverly w,SAFM,1
banks fred l jr,khayat robert c,SAFM,0.875
banks fred l jr,livingston phil k,SAFM,0.944444
banks fred l jr,mooney dianne,SAFM,0.8125
banks fred l jr,pittman jones gail,SAFM,0.907407
bierbusse john,cooley toni d,SAFM,0.97138
bierbusse john,hogan beverly w,SAFM,0.97138
bierbusse john,khayat robert c,SAFM,0.853448
bierbusse john,livingston phil k,SAFM,0.915873
bierbusse john,pittman jones gail,SAFM,0.929054
butts lampkin,cockrell d michael,SAFM,0.951272
butts lampkin,rigney tim,SAFM,0.821656
butts lampkin,sanderson joe f jr,SAFM,0.868814
cockrell d michael,rigney tim,SAFM,0.86586
cockrell d michael,sanderson joe f jr,SAFM,0.849277
cooley toni d,hogan beverly w,SAFM,1
cooley toni d,khayat robert c,SAFM,0.875
cooley toni d,livingston phil k,SAFM,0.944444
cooley toni d,mooney dianne,SAFM,0.8125
cooley toni d,pittman jones gail,SAFM,0.907407
hogan beverly w,khayat robert c,SAFM,0.875
hogan beverly w,livingston phil k,SAFM,0.944444
hogan beverly w,mooney dianne,SAFM,0.8125
hogan beverly w,pittman jones gail,SAFM,0.907407
khayat robert c,livingston phil k,SAFM,0.833333
khayat robert c,mooney dianne,SAFM,0.916667
khayat robert c,pittman jones gail,SAFM,0.804688
livingston phil k,pittman jones gail,SAFM,0.852339
arroyo f. thaddeus,desroches pascal,T,0.929808
blase william a jr,stephens john joseph,T,0.865801
blase william a jr,stephenson randall l,T,0.845666
huntley david s.,lee lori m,T,0.836735
huntley david s.,mcatee david r ii,T,0.821745
lee lori m,mcatee david r ii,T,0.842041
lee lori m,stankey john t,T,0.85369
stephens john joseph,stephenson randall l,T,0.877065
daniel christopher f,masciantonio ronald james,DEST,0.866959
given lachlan p,jugmans timothy,EZPW,0.833929
given lachlan p,welch thomas h jr,EZPW,0.827381
jugmans timothy,powell john blair jr.,EZPW,0.814408
jugmans timothy,robertson keith john,EZPW,0.9
jugmans timothy,swies nicole,EZPW,0.894022
kuthy francisco,welch thomas h jr,EZPW,0.834286
robertson keith john,swies nicole,EZPW,0.814286
fenzi neal,mcdermut martin s,RESN,0.829048
dakos andrew,goldstein phillip,PHF,1
dakos andrew,samuels steven,PHF,1
goldstein phillip,samuels steven,PHF,1
dentino william,pedersen curtis,MOH,1
blumenthal neil harris,gilboa david abraham,WRBY,0.81724
landes joshua,obus nelson,MSLP,1
kramer richard j,poon christine a,SHW,0.909091
kramer richard j,wunning steven h,SHW,0.944444
poon christine a,thaman michael h,SHW,0.863636
poon christine a,wunning steven h,SHW,0.863636
difillippo david a,ross william masters,UNF,0.816313
o'connor shane,ross william masters,UNF,0.847081
blyer david,lamacchia timothy p,EVI,0.875
fluxman leonard i,lazarus stephen,OSW,0.867746
cash john,hatten steven m.,URG,0.835165
hatten steven m.,smith roger l.,URG,0.932852
casey lynn,obrien richard t,XEL,0.883929
casey lynn,policinski christopher j.,XEL,0.883929
obrien richard t,policinski christopher j.,XEL,1
woltosz virginia e,woltosz walter s,SLP,0.913808
bhattacharya ashis nayan,happe michael j,WGO,0.919244
bhattacharya ashis nayan,hughes bryan l,WGO,0.849055
bhattacharya ashis nayan,west christopher david,WGO,0.846469
bhattacharya ashis nayan,woodson bret a,WGO,0.918784
bogart stacy l,happe michael j,WGO,0.829277
bogart stacy l,hughes bryan l,WGO,0.90913
bogart stacy l,west christopher david,WGO,0.885806
braun christopher j,fisher william c.,WGO,0.809365
braun christopher j,miles david w,WGO,1
braun christopher j,moss richard d,WGO,0.891975
braun christopher j,murabito john m,WGO,0.944444
dummett steven r,krieger daryl wayne,WGO,0.836364
fisher william c.,miles david w,WGO,0.809365
fisher william c.,moss richard d,WGO,0.824415
folkers scott c,heidemann donald l,WGO,0.800505
folkers scott c,krieger daryl wayne,WGO,0.857407
folkers scott c,nielsen sarah n,WGO,0.843922
happe michael j,hughes bryan l,WGO,0.902532
happe michael j,west christopher david,WGO,0.900414
happe michael j,woodson bret a,WGO,0.889012
heidemann donald l,krieger daryl wayne,WGO,0.933333
heidemann donald l,nielsen sarah n,WGO,0.932982
hughes bryan l,west christopher david,WGO,0.971765
hughes bryan l,woodson bret a,WGO,0.831263
krieger daryl wayne,nielsen sarah n,WGO,0.932982
miles david w,moss richard d,WGO,0.891975
miles david w,murabito john m,WGO,0.944444
moss richard d,murabito john m,WGO,0.941176
west christopher david,woodson bret a,WGO,0.82605
achary michael m,barker stephen e.,HBHC,0.822981
achary michael m,dickerson michael k.,HBHC,0.827381
achary michael m,hairston john m,HBHC,0.856005
achary michael m,kendricks samuel b,HBHC,0.891016
achary michael m,loper d shane,HBHC,0.917742
achary michael m,thomas suzanne c.,HBHC,0.857143
barker stephen e.,exnicios joseph s,HBHC,0.947059
barker stephen e.,thomas suzanne c.,HBHC,0.952632
dickerson michael k.,hairston john m,HBHC,0.825126
dickerson michael k.,kendricks samuel b,HBHC,0.863306
dickerson michael k.,loper d shane,HBHC,0.882857
exnicios joseph s,thomas suzanne c.,HBHC,0.9
hairston john m,kendricks samuel b,HBHC,0.899123
hairston john m,loper d shane,HBHC,0.925113
kendricks samuel b,loper d shane,HBHC,0.973214
loper d shane,phillips joy l,HBHC,0.806122
cohen gary m,sherman jeffrey s,BDX,0.846491
cohen gary m,tharby linda m,BDX,0.8
conroy alexandre,polen thomas e jr,BDX,0.804843
conroy alexandre,reidy christopher r,BDX,0.815749
mas ribo alberto,reidy christopher r,BDX,0.848342
shabshab nabil,tharby linda m,BDX,0.9
sherman jeffrey s,tharby linda m,BDX,0.846491
mcgaughy r kent jr,traweek james w jr,RETA,0.965517
burt carol,sulpizio richard,RMD,0.833333
burt carol,taylor ronald r,RMD,0.916667
sulpizio richard,taylor ronald r,RMD,0.909091
clark janet f,crisp charles r,EOG,0.820513
clark janet f,day james c,EOG,0.865801
clark janet f,textor donald f,EOG,0.852071
day james c,textor donald f,EOG,0.809365
delaney martin j,granger elder,DLHC,0.928571
delaney martin j,murphy frances m,DLHC,0.857143
delaney martin j,wasserman frederick gerald,DLHC,0.964286
delaney martin j,yerks austin j. iii,DLHC,0.928571
granger elder,murphy frances m,DLHC,0.916667
granger elder,wasserman frederick gerald,DLHC,0.961538
granger elder,yerks austin j. iii,DLHC,0.916667
murphy frances m,wasserman frederick gerald,DLHC,0.884615
murphy frances m,yerks austin j. iii,DLHC,0.916667
wasserman frederick gerald,yerks austin j. iii,DLHC,0.961538
crane ann b,neu richard w,HBAN,0.871212
fan xianzhi sean,montana mario,IDTI,0.829412
darrell mark c,geiselhart michael c,SR,0.963333
darrell mark c,sitherwood suzanne,SR,0.963333
geiselhart michael c,sitherwood suzanne,SR,0.916667
hampton joseph b.,woodard adam w.,SR,0.850011
mule edward a,o'shea robert j,SR,1
bolin tom w,bolte tony j,DDS,0.859501
bolin tom w,dillard alex,DDS,0.826508
bolin tom w,dillard mike,DDS,0.841733
bolin tom w,dillard william t. iii,DDS,0.838662
bolin tom w,johnson chris b.,DDS,0.867
bolin tom w,litchford mike,DDS,0.875718
bolin tom w,lucie denise alexandra,DDS,0.847719
bolin tom w,matheny drue,DDS,0.817683
bolin tom w,musgrave brant,DDS,0.914107
bolin tom w,stockman james d,DDS,0.948276
bolin tom w,worley dean l.,DDS,0.891044
bolte tony j,lucie denise alexandra,DDS,0.804762
bolte tony j,musgrave brant,DDS,0.823873
bolte tony j,stockman james d,DDS,0.864128
dillard alex,dillard deborah,DDS,0.867484
dillard alex,dillard mike,DDS,0.962188
dillard alex,dillard william t ii,DDS,0.924517
dillard alex,dillard william t. iii,DDS,0.936709
dillard alex,johnson chris b.,DDS,0.927582
dillard alex,lucie denise alexandra,DDS,0.817454
dillard alex,matheny drue,DDS,0.93843
dillard alex,watts phillip r.,DDS,0.80265
dillard alex,worley dean l.,DDS,0.882849
dillard deborah,dillard mike,DDS,0.881811
dillard deborah,dillard william t. iii,DDS,0.851325
dillard deborah,matheny drue,DDS,0.857652
dillard deborah,mcniff michael s.,DDS,0.90625
dillard mike,dillard william t ii,DDS,0.904762
dillard mike,dillard william t. iii,DDS,0.948878
dillard mike,johnson chris b.,DDS,0.91094
dillard mike,matheny drue,DDS,0.95
dillard mike,mcniff michael s.,DDS,0.801282
dillard mike,stockman james d,DDS,0.801282
dillard mike,worley dean l.,DDS,0.885318
dillard william t ii,dillard william t. iii,DDS,0.857287
dillard william t ii,johnson chris b.,DDS,0.846874
dillard william t ii,matheny drue,DDS,0.869324
dillard william t ii,worley dean l.,DDS,0.845558
dillard william t. iii,johnson chris b.,DDS,0.882724
dillard william t. iii,matheny drue,DDS,0.925156
dillard william t. iii,worley dean l.,DDS,0.883201
jazic annemarie,lucie denise alexandra,DDS,0.950188
jazic annemarie,musgrave brant,DDS,0.848383
johnson chris b.,lucie denise alexandra,DDS,0.829959
johnson chris b.,matheny drue,DDS,0.887279
johnson chris b.,musgrave brant,DDS,0.808191
johnson chris b.,stockman james d,DDS,0.821048
johnson chris b.,watts phillip r.,DDS,0.855688
johnson chris b.,worley dean l.,DDS,0.927371
litchford mike,stockman james d,DDS,0.801282
litchford mike,worley dean l.,DDS,0.809626
lucie denise alexandra,musgrave brant,DDS,0.841288
lucie denise alexandra,stockman james d,DDS,0.85832
matheny drue,worley dean l.,DDS,0.865519
musgrave brant,stockman james d,DDS,0.923432
musgrave brant,worley dean l.,DDS,0.81225
stockman james d,worley dean l.,DDS,0.842348
watts phillip r.,worley dean l.,DDS,0.867394
major sean d,serhan samir,APD,0.825855
durban egon,mondre greg,MSI,0.944444
cohen arthur bruce,healey joseph patrick,HYPR,1
bassham terry d,daniel karen l,CBSH,0.8
bassham terry d,devanny earl h iii,CBSH,0.9
bassham terry d,rassieur benjamin f iii,CBSH,1
bassham terry d,schnuck todd r,CBSH,0.933333
bassham terry d,walker kimberly g,CBSH,0.933333
capps john r,walker kimberly g,CBSH,0.820513
daniel karen l,rassieur benjamin f iii,CBSH,0.8
daniel karen l,schnuck todd r,CBSH,0.846154
devanny earl h iii,grant w thomas ii,CBSH,0.833333
devanny earl h iii,rassieur benjamin f iii,CBSH,0.9
devanny earl h iii,schnuck todd r,CBSH,0.88141
devanny earl h iii,taylor andrew c,CBSH,0.833333
devanny earl h iii,walker kimberly g,CBSH,0.801282
grant w thomas ii,schnuck todd r,CBSH,0.807692
grant w thomas ii,taylor andrew c,CBSH,1
grant w thomas ii,walker kimberly g,CBSH,0.807692
rassieur benjamin f iii,schnuck todd r,CBSH,0.933333
rassieur benjamin f iii,walker kimberly g,CBSH,0.933333
schnuck todd r,taylor andrew c,CBSH,0.807692
schnuck todd r,walker kimberly g,CBSH,0.923077
taylor andrew c,walker kimberly g,CBSH,0.807692
booth chris h,tauscher randall,MMLP,0.802083
chan m.p. eric,o'meara maeve,CSLT,0.837143
ganz peter,heitman william j,ASH,0.875046
ganz peter,schumann anne t.,ASH,0.859661
ganz peter,silverman keith c,ASH,0.884761
heitman william j,schumann anne t.,ASH,0.967752
heitman william j,silverman keith c,ASH,0.836192
schumann anne t.,silverman keith c,ASH,0.835834
loch james j.,schneider terrence g.,DGII,0.851538
riley kevin c.,roberts tracy l.,DGII,0.811515
koh bong y,shah nimish p,TCDA,1
